Station:,"54.3096,-118.4036",,,,Station ID:,70,,Begin Yr:,1949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lat:,54.30960083,Lon:,-118.4036026,,Country:,Canada,,End Yr:,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trend (/yr):,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Significance:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Year,01TMEAN,01TMEAN Trendline,02TWinter,02TWinter Trendline,03TSpring,03TSpring Trendline,04TSummer,04TSummer Trendline,05TFall,05TFall Trendline,06TRange,06TRange Trendline,21FrostDays,21FrostDays Trendline,22FrostLast,22FrostLast Trendline,23FrostFirst,23FrostFirst Trendline,24IceDays,24IceDays Trendline,25Tmin10,25Tmin10 Trendline,26Tmin20,26Tmin20 Trendline,27ColdNights,27ColdNights Trendline,28ColdDays,28ColdDays Trendline,29ColdSpell,29ColdSpell Trendline,30HeatingDD,30HeatingDD Trendline,40Tmax90,40Tmax90 Trendline,41SummerDays,41SummerDays Trendline,42Tmax30,42Tmax30 Trendline,43HWDI,43HWDI Trendline,44TropNight,44TropNight Trendline,45Tmin90,45Tmin90 Trendline,46FrostFree,46FrostFree Trendline,47CoolingDD,47CoolingDD Trendline,61GSL,61GSL Trendline,62GSLBegin,62GSLBegin Trendline,63GSLEnd,63GSLEnd Trendline,64GDD0,64GDD0 Trendline,65GDD5,65GDD5 Trendline,66GDD10,66GDD10 Trendline,81PAnnual,81PAnnual Trendline,82PWinter,82PWinter Trendline,83PSpring,83PSpring Trendline,84PSummer,84PSummer Trendline,85PFall,85PFall Trendline,86Pge2,86Pge2 Trendline,87Pge10,87Pge10 Trendline,88Pge20,88Pge20 Trendline,89P3days,89P3days Trendline,90P5days,90P5days Trendline,91SDPI,91SDPI Trendline,92Pge95,92Pge95 Trendline,93DryPeriod,93DryPeriod Trendline,94PDays1,94PDays1 Trendline
1949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1950,-2.02,0.14,-19.19,-12.95,3.90,4.55,12.29,11.51,-7.23,-3.32,81.18,69.62,238.00,219.09,152.00,152.18,227.00,244.45,129.00,107.81,148.00,113.02,74.00,52.06,19.45,14.52,15.34,11.25,0.00,12.04,7317.01,6542.43,8.77,8.37,16.00,7.00,0.00,0.00,20.00,16.00,0.00,0.00,0.82,5.61,74.00,93.06,0.00,0.00,143.00,144.69,128.00,126.09,270.00,272.44,1626.55,1590.02,927.44,846.90,347.08,275.87,514.06,674.46,71.76,111.08,117.90,152.51,176.10,248.17,135.01,124.82,102.00,101.38,4.00,13.64,0.00,4.00,27.88,56.58,35.36,64.41,4.28,5.06,0.00,18.38,23.00,17.56,120.00,131.40
1951,-1.62,0.18,-15.95,-12.86,4.79,4.56,11.36,11.52,-6.35,-3.30,67.44,69.55,227.00,219.03,178.00,152.00,240.00,244.67,134.00,107.13,142.00,112.65,70.00,51.67,23.84,14.41,15.62,11.19,0.00,12.35,7162.87,6529.58,6.58,8.45,3.00,7.00,0.00,0.00,7.00,16.45,0.00,0.00,1.37,5.68,61.00,93.43,0.00,0.00,142.00,144.72,124.00,126.14,265.00,272.50,1482.68,1590.89,794.76,848.00,235.22,277.09,588.05,672.67,110.61,110.25,90.82,152.75,255.76,248.04,144.15,123.87,112.00,101.00,9.00,13.59,1.00,4.00,54.79,56.73,63.77,64.54,4.55,5.05,9.66,18.44,21.00,17.66,129.00,131.20
1952,1.13,0.22,-14.29,-12.76,5.48,4.57,11.42,11.52,-0.06,-3.28,69.58,69.48,211.00,218.97,158.00,151.82,241.00,244.89,97.00,106.44,113.00,112.29,40.00,51.28,11.78,14.30,6.30,11.14,6.00,12.65,6159.35,6516.73,10.14,8.53,7.00,7.00,0.00,0.00,27.00,16.91,0.00,0.00,6.03,5.75,82.00,93.79,0.00,0.00,201.00,144.75,103.00,126.18,303.00,272.56,1876.34,1591.76,942.42,849.10,260.39,278.31,434.15,670.87,72.62,109.43,106.18,153.00,230.03,247.92,25.32,122.92,75.00,100.62,7.00,13.55,0.00,4.00,43.07,56.88,50.82,64.67,5.04,5.04,8.19,18.50,40.00,17.77,86.00,131.00
1953,1.20,0.25,-11.14,-12.66,3.98,4.58,11.50,11.53,-0.53,-3.26,73.63,69.41,207.00,218.91,131.00,151.64,260.00,245.11,84.00,105.75,105.00,111.92,27.00,50.89,7.67,14.19,8.77,11.08,8.00,12.96,6134.49,6503.88,6.58,8.60,7.00,7.00,0.00,0.00,6.00,17.36,0.00,0.00,3.84,5.82,128.00,94.15,0.00,0.00,140.00,144.78,130.00,126.23,269.00,272.63,1494.82,1592.64,796.17,850.20,236.29,279.53,648.45,669.08,156.57,108.60,164.36,153.25,236.91,247.80,63.89,121.98,115.00,100.23,9.00,13.50,1.00,4.00,42.67,57.03,45.65,64.80,4.70,5.03,7.68,18.56,16.00,17.87,138.00,130.80
1954,-0.49,0.29,-12.86,-12.56,0.47,4.60,10.92,11.53,0.01,-3.24,69.07,69.34,207.00,218.85,135.00,151.45,259.00,245.33,112.00,105.06,110.00,111.56,46.00,50.50,17.81,14.08,14.25,11.02,34.00,13.27,6748.77,6491.04,6.30,8.68,2.00,7.00,0.00,0.00,27.00,17.82,0.00,0.00,7.40,5.89,123.00,94.52,0.00,0.00,137.00,144.81,134.00,126.27,270.00,272.69,1389.46,1593.51,718.58,851.30,161.56,280.75,655.21,667.28,146.17,107.77,222.27,153.50,235.46,247.67,62.89,121.03,110.00,99.85,13.00,13.45,1.00,4.00,41.89,57.17,45.46,64.93,5.29,5.03,4.19,18.63,23.00,17.98,123.00,130.60
1955,-1.47,0.32,-11.88,-12.46,2.97,4.61,12.03,11.54,-9.25,-3.22,72.74,69.26,236.00,218.79,148.00,151.27,252.00,245.55,124.00,104.38,127.00,111.19,75.00,50.11,21.37,13.97,16.44,10.97,8.00,13.58,7115.94,6478.19,8.49,8.76,15.00,7.00,0.00,0.00,16.00,18.27,0.00,0.00,4.93,5.97,103.00,94.88,0.61,0.00,128.00,144.85,143.00,126.32,270.00,272.75,1431.58,1594.38,812.67,852.40,294.76,281.97,706.39,665.48,96.57,106.94,176.69,153.74,253.74,247.55,171.88,120.09,111.00,99.46,15.00,13.41,5.00,4.00,75.32,57.32,80.67,65.06,5.32,5.02,23.21,18.69,22.00,18.08,132.00,130.40
1956,0.02,0.36,-16.07,-12.36,4.97,4.62,12.28,11.54,-4.29,-3.19,69.62,69.19,220.00,218.73,132.00,151.09,245.00,245.77,103.00,103.69,100.00,110.83,66.00,49.72,16.16,13.86,15.34,10.91,29.00,13.88,6574.29,6465.34,13.42,8.83,15.00,7.00,0.00,0.00,21.00,18.73,0.00,0.00,7.67,6.04,112.00,95.25,0.24,0.00,143.00,144.88,125.00,126.36,267.00,272.81,1655.25,1595.25,956.73,853.50,374.07,283.19,575.99,663.69,114.61,106.12,103.43,153.99,220.91,247.43,156.48,119.14,89.00,99.08,15.00,13.36,1.00,4.00,52.53,57.47,54.88,65.19,4.57,5.01,6.12,18.75,21.00,18.19,124.00,130.20
1957,-0.05,0.39,-12.59,-12.26,5.03,4.64,10.51,11.55,-2.23,-3.17,63.53,69.12,223.00,218.67,145.00,150.91,237.00,245.99,116.00,103.00,118.00,110.46,39.00,49.33,16.16,13.75,8.77,10.85,0.00,14.19,6587.84,6452.49,4.66,8.91,0.00,7.00,0.00,0.00,19.00,19.18,0.00,0.00,3.01,6.11,91.00,95.61,0.00,0.00,159.00,144.91,117.00,126.41,275.00,272.88,1596.07,1596.12,827.06,854.60,170.05,284.41,765.08,661.89,85.96,105.29,93.72,154.24,357.69,247.31,219.77,118.19,96.00,98.69,19.00,13.32,7.00,4.00,65.95,57.61,100.09,65.32,5.90,5.01,28.10,18.81,14.00,18.30,128.00,130.00
1958,1.23,0.43,-10.94,-12.16,5.30,4.65,12.46,11.55,-3.49,-3.15,64.78,69.05,229.00,218.61,163.00,150.73,246.00,246.21,104.00,102.31,106.00,110.10,33.00,48.94,10.14,13.64,4.66,10.80,8.00,14.50,6121.75,6439.64,11.23,8.99,17.00,7.00,0.00,0.00,33.00,19.64,0.00,0.00,2.47,6.18,82.00,95.97,0.00,0.00,141.00,144.94,123.00,126.45,263.00,272.94,1655.90,1596.99,953.39,855.70,358.94,285.63,429.52,660.10,92.35,104.46,78.59,154.48,153.79,247.18,102.70,117.25,72.00,98.31,4.00,13.27,1.00,4.00,51.10,57.76,51.10,65.45,3.56,5.00,8.00,18.88,22.00,18.40,118.00,129.80
