Station:,"54.4481,-118.1542",,,,Station ID:,132,,Begin Yr:,1949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lat:,54.44810104,Lon:,-118.1541977,,Country:,Canada,,End Yr:,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trend (/yr):,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Significance:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Year,01TMEAN,01TMEAN Trendline,02TWinter,02TWinter Trendline,03TSpring,03TSpring Trendline,04TSummer,04TSummer Trendline,05TFall,05TFall Trendline,06TRange,06TRange Trendline,21FrostDays,21FrostDays Trendline,22FrostLast,22FrostLast Trendline,23FrostFirst,23FrostFirst Trendline,24IceDays,24IceDays Trendline,25Tmin10,25Tmin10 Trendline,26Tmin20,26Tmin20 Trendline,27ColdNights,27ColdNights Trendline,28ColdDays,28ColdDays Trendline,29ColdSpell,29ColdSpell Trendline,30HeatingDD,30HeatingDD Trendline,40Tmax90,40Tmax90 Trendline,41SummerDays,41SummerDays Trendline,42Tmax30,42Tmax30 Trendline,43HWDI,43HWDI Trendline,44TropNight,44TropNight Trendline,45Tmin90,45Tmin90 Trendline,46FrostFree,46FrostFree Trendline,47CoolingDD,47CoolingDD Trendline,61GSL,61GSL Trendline,62GSLBegin,62GSLBegin Trendline,63GSLEnd,63GSLEnd Trendline,64GDD0,64GDD0 Trendline,65GDD5,65GDD5 Trendline,66GDD10,66GDD10 Trendline,81PAnnual,81PAnnual Trendline,82PWinter,82PWinter Trendline,83PSpring,83PSpring Trendline,84PSummer,84PSummer Trendline,85PFall,85PFall Trendline,86Pge2,86Pge2 Trendline,87Pge10,87Pge10 Trendline,88Pge20,88Pge20 Trendline,89P3days,89P3days Trendline,90P5days,90P5days Trendline,91SDPI,91SDPI Trendline,92Pge95,92Pge95 Trendline,93DryPeriod,93DryPeriod Trendline,94PDays1,94PDays1 Trendline
1949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1950,-0.77,0.99,-18.36,-12.44,5.66,5.99,13.65,12.70,-6.19,-2.49,81.60,70.30,218.00,206.00,144.00,142.71,228.00,248.75,123.00,101.39,136.00,108.00,64.00,50.32,17.26,13.10,14.52,11.83,0.00,10.76,6872.98,6217.18,8.49,7.35,26.00,13.34,3.00,0.00,14.00,12.01,0.00,0.00,3.29,6.00,83.00,104.96,0.75,0.53,152.00,154.69,119.00,122.77,270.00,275.32,1890.15,1842.40,1134.95,1064.23,486.09,385.34,456.06,596.76,70.12,93.95,95.77,141.68,154.62,216.72,123.14,107.70,97.00,89.81,4.00,10.00,0.00,2.00,23.83,51.93,31.99,59.36,3.86,4.68,0.00,18.06,22.00,19.82,118.00,123.79
1951,-0.44,1.03,-15.24,-12.35,6.26,6.00,12.79,12.71,-5.24,-2.46,66.74,70.25,209.00,206.00,177.00,142.61,257.00,248.97,130.00,100.75,133.00,107.60,64.00,49.96,21.64,13.01,15.34,11.75,0.00,11.12,6730.84,6203.58,4.66,7.45,12.00,13.41,0.00,0.00,6.00,12.59,0.00,0.00,1.92,6.06,79.00,105.27,0.00,0.53,151.00,155.08,115.00,122.59,265.00,275.54,1750.56,1845.80,1008.94,1066.27,368.93,387.02,530.89,595.58,105.92,93.35,91.12,141.88,213.06,216.75,131.15,107.00,104.00,89.63,7.00,10.00,1.00,2.00,52.09,52.01,59.99,59.48,4.23,4.67,10.63,18.08,21.00,19.95,125.00,123.68
1952,2.16,1.07,-13.74,-12.26,6.96,6.02,12.71,12.72,0.74,-2.44,69.09,70.19,200.00,206.00,147.00,142.50,242.00,249.19,87.00,100.10,106.00,107.20,39.00,49.61,10.96,12.91,6.03,11.67,6.00,11.47,5784.62,6189.98,9.59,7.55,13.00,13.48,0.00,0.00,25.00,13.17,0.00,0.00,5.21,6.13,94.00,105.57,0.00,0.53,202.00,155.48,102.00,122.41,303.00,275.76,2136.02,1849.20,1160.21,1068.30,386.35,388.71,405.81,594.41,71.47,92.75,97.77,142.09,214.69,216.77,23.93,106.30,74.00,89.44,6.00,10.00,0.00,2.00,33.28,52.09,38.14,59.59,4.66,4.66,0.00,18.09,43.00,20.08,87.00,123.57
1953,2.36,1.11,-10.48,-12.16,5.55,6.04,12.85,12.73,0.47,-2.42,73.99,70.14,198.00,206.00,131.00,142.39,263.00,249.41,73.00,99.46,94.00,106.80,24.00,49.25,6.30,12.82,10.96,11.60,8.00,11.82,5716.83,6176.38,5.75,7.65,12.00,13.55,0.00,0.00,6.00,13.75,0.00,0.00,6.30,6.19,131.00,105.88,0.00,0.53,181.00,155.87,122.00,122.24,302.00,275.97,1997.36,1852.59,1114.52,1070.34,373.05,390.40,586.76,593.23,131.22,92.15,161.47,142.29,218.27,216.79,52.38,105.60,104.00,89.25,9.00,10.00,1.00,2.00,41.46,52.17,44.01,59.71,4.52,4.66,11.13,18.11,24.00,20.21,129.00,123.46
1954,0.76,1.14,-12.21,-12.07,2.08,6.05,12.44,12.74,1.22,-2.40,70.52,70.08,198.00,206.00,135.00,142.29,260.00,249.63,100.00,98.82,98.00,106.40,43.00,48.89,15.89,12.72,15.34,11.52,35.00,12.18,6293.38,6162.78,6.03,7.75,2.00,13.62,0.00,0.00,29.00,14.34,0.00,0.00,9.59,6.25,124.00,106.19,0.00,0.53,138.00,156.27,133.00,122.06,270.00,276.19,1607.07,1855.99,923.36,1072.37,309.01,392.09,590.79,592.05,123.85,91.55,204.40,142.49,216.84,216.82,52.55,104.89,95.00,89.06,10.00,10.00,1.00,2.00,43.43,52.25,45.27,59.82,4.90,4.65,13.10,18.12,16.00,20.33,120.00,123.36
1955,-0.23,1.18,-11.06,-11.98,4.66,6.07,13.45,12.75,-8.16,-2.38,72.53,70.02,223.00,206.00,141.00,142.18,252.00,249.85,118.00,98.17,123.00,106.00,71.00,48.53,18.63,12.62,17.53,11.45,8.00,12.53,6679.95,6149.18,7.95,7.85,24.00,13.69,1.00,0.00,15.00,14.92,0.00,0.00,5.75,6.31,110.00,106.49,2.31,0.53,165.00,156.66,134.00,121.88,298.00,276.41,1821.41,1859.39,1041.35,1074.41,428.11,393.78,644.85,590.88,74.51,90.95,165.81,142.69,236.53,216.84,163.96,104.19,97.00,88.88,12.00,10.00,5.00,2.00,80.39,52.33,85.18,59.94,5.29,4.65,32.62,18.14,22.00,20.46,120.00,123.25
1956,1.20,1.22,-15.44,-11.88,6.57,6.08,13.57,12.76,-3.18,-2.36,69.59,69.97,208.00,206.00,124.00,142.07,245.00,250.07,92.00,97.53,93.00,105.60,64.00,48.17,14.25,12.53,13.15,11.37,30.00,12.88,6152.54,6135.58,12.33,7.95,19.00,13.76,0.00,0.00,31.00,15.50,0.00,0.00,11.23,6.37,120.00,106.80,0.93,0.53,144.00,157.06,124.00,121.70,267.00,276.63,1863.99,1862.79,1150.68,1076.44,506.48,395.47,525.35,589.70,100.46,90.35,113.93,142.90,198.04,216.86,130.41,103.49,76.00,88.69,9.00,10.00,2.00,2.00,51.04,52.40,51.04,60.06,4.61,4.64,16.94,18.16,21.00,20.59,112.00,123.14
1957,1.26,1.26,-11.69,-11.79,6.60,6.10,12.17,12.77,-1.10,-2.34,64.17,69.91,208.00,206.00,142.00,141.96,260.00,250.29,98.00,96.88,107.00,105.20,39.00,47.82,12.05,12.43,9.32,11.29,0.00,13.24,6108.44,6121.98,3.84,8.04,2.00,13.83,0.00,0.00,16.00,16.08,0.00,0.00,5.48,6.43,117.00,107.11,0.00,0.53,159.00,157.45,117.00,121.52,275.00,276.84,1844.72,1866.19,1063.08,1078.48,352.42,397.15,592.69,588.52,71.70,89.75,64.26,143.10,271.25,216.89,179.76,102.79,88.00,88.50,15.00,10.00,2.00,2.00,55.52,52.48,80.70,60.17,5.08,4.64,19.27,18.17,24.00,20.72,115.00,123.04
1958,2.44,1.29,-10.30,-11.70,6.85,6.12,14.06,12.78,-2.49,-2.32,64.80,69.85,211.00,206.00,138.00,141.86,246.00,250.50,99.00,96.24,102.00,104.80,25.00,47.46,9.59,12.34,4.11,11.22,8.00,13.59,5685.80,6108.38,10.14,8.14,30.00,13.90,0.00,0.00,21.00,16.66,0.00,0.00,5.21,6.49,107.00,107.41,0.00,0.53,159.00,157.85,123.00,121.35,281.00,277.06,1975.59,1869.59,1199.55,1080.51,526.26,398.84,352.21,587.34,78.59,89.15,56.70,143.30,121.66,216.91,93.27,102.08,64.00,88.31,2.00,10.00,1.00,2.00,38.91,52.56,44.04,60.29,3.14,4.63,8.21,18.19,22.00,20.85,108.00,122.93
